record started at: 10-08-19 04:43:02

file format version: 4
captureMode: Offline
eye resolution: 320x240 
scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
192 192 29.95 0:00:00:06.246/600 0:00:00:06.226/600 171.92 324.64 228.07 127.15 -1000.00 -1000.00 40.00 49.00 
193 193 29.95 0:00:00:06.266/600 0:00:00:06.246/600 171.22 331.40 228.52 128.78 -1000.00 -1000.00 40.00 49.00 
194 194 29.95 0:00:00:06.286/600 0:00:00:06.266/600 170.57 338.35 228.96 130.46 -1000.00 -1000.00 40.00 48.00 
195 195 29.95 0:00:00:06.306/600 0:00:00:06.286/600 169.82 345.44 229.43 132.17 -1000.00 -1000.00 41.00 49.00 
196 196 29.95 0:00:00:06.326/600 0:00:00:06.306/600 170.28 347.51 229.38 132.68 -1000.00 -1000.00 42.00 48.00 
197 197 29.95 0:00:00:06.346/600 0:00:00:06.326/600 170.39 348.03 229.37 132.81 -1000.00 -1000.00 42.00 48.00 
198 198 29.95 0:00:00:06.366/600 0:00:00:06.346/600 170.60 348.35 229.33 132.89 -1000.00 -1000.00 42.00 48.00 
199 199 29.95 0:00:00:06.386/600 0:00:00:06.366/600 170.69 348.54 229.31 132.93 -1000.00 -1000.00 42.00 48.00 
200 200 29.96 0:00:00:06.406/600 0:00:00:06.386/600 170.69 348.49 229.31 132.92 -1000.00 -1000.00 41.00 48.00 
201 201 29.96 0:00:00:06.426/600 0:00:00:06.406/600 172.69 348.44 228.77 132.92 -1000.00 -1000.00 40.00 48.00 
202 202 29.96 0:00:00:06.446/600 0:00:00:06.426/600 177.08 348.39 227.59 132.94 -1000.00 -1000.00 42.00 48.00 
203 203 29.96 0:00:00:06.466/600 0:00:00:06.446/600 181.44 348.47 226.42 132.98 -1000.00 -1000.00 42.00 48.00 
204 204 29.96 0:00:00:06.486/600 0:00:00:06.466/600 185.88 348.45 225.22 133.01 -1000.00 -1000.00 42.00 48.00 
205 205 29.96 0:00:00:06.506/600 0:00:00:06.486/600 188.30 348.43 224.57 133.02 -1000.00 -1000.00 42.00 48.00 
206 206 29.96 0:00:00:06.526/600 0:00:00:06.506/600 188.30 348.77 224.58 133.10 -1000.00 -1000.00 42.00 48.00 
207 207 29.96 0:00:00:06.546/600 0:00:00:06.526/600 188.77 348.90 224.46 133.14 -1000.00 -1000.00 42.00 48.00 
208 208 29.96 0:00:00:06.566/600 0:00:00:06.546/600 189.08 349.25 224.39 133.22 -1000.00 -1000.00 42.00 49.00 
209 209 29.96 0:00:00:06.586/600 0:00:00:06.566/600 189.55 349.79 224.28 133.36 -1000.00 -1000.00 42.00 49.00 
210 210 29.96 0:00:00:07.06/600 0:00:00:06.586/600 190.10 349.87 224.14 133.38 -1000.00 -1000.00 43.00 49.00 
211 211 29.96 0:00:00:07.26/600 0:00:00:07.06/600 190.37 349.91 224.06 133.39 -1000.00 -1000.00 43.00 49.00 
212 212 29.96 0:00:00:07.46/600 0:00:00:07.26/600 190.50 349.93 224.03 133.40 -1000.00 -1000.00 42.00 49.00 
213 213 29.96 0:00:00:07.66/600 0:00:00:07.46/600 190.37 349.67 224.06 133.33 -1000.00 -1000.00 42.00 49.00 
214 214 29.96 0:00:00:07.86/600 0:00:00:07.66/600 190.19 349.77 224.11 133.36 -1000.00 -1000.00 42.00 49.00 
215 215 29.96 0:00:00:07.106/600 0:00:00:07.86/600 190.02 349.75 224.15 133.35 -1000.00 -1000.00 42.00 49.00 
216 216 29.96 0:00:00:07.126/600 0:00:00:07.106/600 190.02 349.77 224.15 133.36 -1000.00 -1000.00 42.00 49.00 
217 217 29.96 0:00:00:07.146/600 0:00:00:07.126/600 190.12 349.80 224.13 133.36 -1000.00 -1000.00 43.00 49.00 
218 218 29.96 0:00:00:07.166/600 0:00:00:07.146/600 190.27 349.66 224.08 133.33 -1000.00 -1000.00 43.00 50.00 
219 219 29.95 0:00:00:07.187/600 0:00:00:07.166/600 190.31 349.63 224.07 133.32 -1000.00 -1000.00 42.00 49.00 
220 220 29.95 0:00:00:07.207/600 0:00:00:07.187/600 190.40 349.62 224.05 133.32 -1000.00 -1000.00 43.00 50.00 
221 221 29.95 0:00:00:07.227/600 0:00:00:07.207/600 190.65 349.70 223.98 133.34 -1000.00 -1000.00 43.00 50.00 
222 222 29.95 0:00:00:07.247/600 0:00:00:07.227/600 190.80 349.52 223.93 133.30 -1000.00 -1000.00 43.00 49.00 
223 223 29.95 0:00:00:07.267/600 0:00:00:07.247/600 191.07 349.43 223.86 133.28 -1000.00 -1000.00 43.00 51.00 
224 224 29.95 0:00:00:07.287/600 0:00:00:07.267/600 191.31 349.34 223.79 133.26 -1000.00 -1000.00 43.00 50.00 
225 225 29.95 0:00:00:07.307/600 0:00:00:07.287/600 191.40 349.18 223.76 133.22 -1000.00 -1000.00 43.00 49.00 
226 226 29.95 0:00:00:07.327/600 0:00:00:07.307/600 191.63 349.25 223.70 133.24 -1000.00 -1000.00 43.00 50.00 
227 227 29.95 0:00:00:07.347/600 0:00:00:07.327/600 188.97 346.76 224.33 132.62 -1000.00 -1000.00 42.00 49.00 
228 228 29.95 0:00:00:07.367/600 0:00:00:07.347/600 186.03 342.72 224.97 131.61 -1000.00 -1000.00 42.00 48.00 
229 229 29.95 0:00:00:07.387/600 0:00:00:07.367/600 183.29 339.44 225.58 130.80 -1000.00 -1000.00 42.00 51.00 
230 230 29.95 0:00:00:07.407/600 0:00:00:07.387/600 180.59 336.26 226.19 130.01 -1000.00 -1000.00 43.00 51.00 
231 231 29.95 0:00:00:07.427/600 0:00:00:07.407/600 180.82 336.05 226.12 129.96 -1000.00 -1000.00 43.00 50.00 
232 232 29.95 0:00:00:07.447/600 0:00:00:07.427/600 181.38 337.26 226.01 130.26 -1000.00 -1000.00 43.00 50.00 
233 233 29.96 0:00:00:07.467/600 0:00:00:07.447/600 181.79 337.76 225.92 130.38 -1000.00 -1000.00 43.00 50.00 
234 234 29.96 0:00:00:07.487/600 0:00:00:07.467/600 181.99 338.08 225.88 130.46 -1000.00 -1000.00 43.00 51.00 
235 235 29.96 0:00:00:07.507/600 0:00:00:07.487/600 182.23 338.10 225.82 130.47 -1000.00 -1000.00 43.00 51.00 
236 236 29.96 0:00:00:07.527/600 0:00:00:07.507/600 182.25 337.94 225.81 130.43 -1000.00 -1000.00 43.00 51.00 
237 237 29.96 0:00:00:07.547/600 0:00:00:07.527/600 182.33 337.85 225.78 130.41 -1000.00 -1000.00 43.00 51.00 
238 238 29.96 0:00:00:07.567/600 0:00:00:07.547/600 192.95 328.49 222.57 128.20 -1000.00 -1000.00 41.00 49.00 
239 239 29.96 0:00:00:07.587/600 0:00:00:07.567/600 208.89 316.10 217.81 125.28 -1000.00 -1000.00 46.00 50.00 
240 240 29.96 0:00:00:08.07/600 0:00:00:07.587/600 225.42 303.67 212.88 122.35 -1000.00 -1000.00 46.00 50.00 
241 241 29.96 0:00:00:08.27/600 0:00:00:08.07/600 241.80 291.39 207.99 119.46 -1000.00 -1000.00 46.00 50.00 
242 242 29.96 0:00:00:08.47/600 0:00:00:08.27/600 247.64 288.00 206.28 118.67 -1000.00 -1000.00 46.00 50.00 
243 243 29.96 0:00:00:08.67/600 0:00:00:08.47/600 248.22 287.72 206.11 118.60 -1000.00 -1000.00 48.00 50.00 
244 244 29.96 0:00:00:08.87/600 0:00:00:08.67/600 248.31 287.65 206.09 118.59 -1000.00 -1000.00 47.00 51.00 
245 245 29.96 0:00:00:08.107/600 0:00:00:08.87/600 248.43 287.33 206.04 118.51 -1000.00 -1000.00 46.00 50.00 
246 246 29.96 0:00:00:08.127/600 0:00:00:08.107/600 261.83 276.68 202.02 115.99 -1000.00 -1000.00 43.00 45.00 
247 247 29.96 0:00:00:08.147/600 0:00:00:08.127/600 292.07 259.21 193.13 111.88 -1000.00 -1000.00 44.00 31.00 
248 248 29.96 0:00:00:08.167/600 0:00:00:08.147/600 338.83 235.46 179.42 106.28 -1000.00 -1000.00 43.00 32.00 
249 249 29.96 0:00:00:08.187/600 0:00:00:08.167/600 397.31 211.44 162.29 100.59 -1000.00 -1000.00 40.00 41.00 
250 250 29.96 0:00:00:08.207/600 0:00:00:08.187/600 444.15 197.92 148.59 97.37 -1000.00 -1000.00 39.00 40.00 
251 251 29.96 0:00:00:08.227/600 0:00:00:08.207/600 471.14 191.45 140.67 95.82 -1000.00 -1000.00 44.00 41.00 
252 252 29.96 0:00:00:08.247/600 0:00:00:08.227/600 479.37 191.70 138.29 95.89 -1000.00 -1000.00 45.00 39.00 
253 253 29.96 0:00:00:08.267/600 0:00:00:08.247/600 473.59 192.44 139.98 96.06 -1000.00 -1000.00 45.00 36.00 
254 254 29.96 0:00:00:08.287/600 0:00:00:08.267/600 465.02 193.44 142.48 96.30 -1000.00 -1000.00 46.00 38.00 
255 255 29.96 0:00:00:08.307/600 0:00:00:08.287/600 462.51 186.54 143.03 94.63 -1000.00 -1000.00 43.00 37.00 
256 256 29.95 0:00:00:08.328/600 0:00:00:08.307/600 461.16 176.13 143.15 92.11 -1000.00 -1000.00 44.00 37.00 
257 257 29.95 0:00:00:08.348/600 0:00:00:08.328/600 461.69 166.78 142.76 89.85 -1000.00 -1000.00 45.00 38.00 
258 258 29.95 0:00:00:08.368/600 0:00:00:08.348/600 463.37 157.07 142.03 87.52 -1000.00 -1000.00 44.00 37.00 
259 259 29.95 0:00:00:08.388/600 0:00:00:08.368/600 462.66 154.87 142.18 86.99 -1000.00 -1000.00 43.00 36.00 
260 260 29.95 0:00:00:08.408/600 0:00:00:08.388/600 462.74 156.13 142.19 87.29 -1000.00 -1000.00 44.00 37.00 
261 261 29.95 0:00:00:08.428/600 0:00:00:08.408/600 463.22 156.36 142.06 87.35 -1000.00 -1000.00 44.00 37.00 
262 262 29.95 0:00:00:08.448/600 0:00:00:08.428/600 463.18 156.67 142.08 87.42 -1000.00 -1000.00 43.00 36.00 
263 263 29.95 0:00:00:08.468/600 0:00:00:08.448/600 462.33 157.30 142.34 87.58 -1000.00 -1000.00 43.00 36.00 
264 264 29.95 0:00:00:08.488/600 0:00:00:08.468/600 461.78 157.38 142.50 87.60 -1000.00 -1000.00 43.00 36.00 
265 265 29.95 0:00:00:08.508/600 0:00:00:08.488/600 461.32 157.78 142.64 87.69 -1000.00 -1000.00 41.00 35.00 
266 266 29.95 0:00:00:08.528/600 0:00:00:08.508/600 461.38 158.12 142.63 87.77 -1000.00 -1000.00 41.00 34.00 
267 267 29.96 0:00:00:08.548/600 0:00:00:08.528/600 461.28 158.34 142.66 87.83 -1000.00 -1000.00 41.00 35.00 
268 268 29.96 0:00:00:08.568/600 0:00:00:08.548/600 451.72 156.74 145.35 87.45 -1000.00 -1000.00 42.00 34.00 
269 269 29.96 0:00:00:08.588/600 0:00:00:08.568/600 440.44 154.70 148.52 86.97 -1000.00 -1000.00 42.00 34.00 
270 270 29.96 0:00:00:09.08/600 0:00:00:08.588/600 428.88 153.28 151.76 86.64 -1000.00 -1000.00 42.00 34.00 
271 271 29.96 0:00:00:09.28/600 0:00:00:09.08/600 417.77 151.60 154.86 86.25 -1000.00 -1000.00 41.00 33.00 
272 272 29.96 0:00:00:09.48/600 0:00:00:09.28/600 416.58 152.46 155.22 86.45 -1000.00 -1000.00 42.00 34.00 
273 273 29.96 0:00:00:09.68/600 0:00:00:09.48/600 417.16 152.91 155.07 86.56 -1000.00 -1000.00 40.00 32.00 
274 274 29.96 0:00:00:09.88/600 0:00:00:09.68/600 417.63 153.69 154.95 86.74 -1000.00 -1000.00 42.00 34.00 
275 275 29.96 0:00:00:09.108/600 0:00:00:09.88/600 417.79 154.12 154.92 86.85 -1000.00 -1000.00 43.00 34.00 
276 276 29.96 0:00:00:09.128/600 0:00:00:09.108/600 418.07 153.87 154.84 86.79 -1000.00 -1000.00 41.00 33.00 
277 277 29.96 0:00:00:09.148/600 0:00:00:09.128/600 418.04 154.13 154.85 86.85 -1000.00 -1000.00 42.00 34.00 
278 278 29.96 0:00:00:09.168/600 0:00:00:09.148/600 418.25 153.91 154.78 86.80 -1000.00 -1000.00 42.00 34.00 
279 279 29.96 0:00:00:09.188/600 0:00:00:09.168/600 418.84 153.71 154.61 86.75 -1000.00 -1000.00 42.00 33.00 
280 280 29.96 0:00:00:09.208/600 0:00:00:09.188/600 412.31 154.81 156.48 87.02 -1000.00 -1000.00 37.00 33.00 
281 281 29.96 0:00:00:09.228/600 0:00:00:09.208/600 385.27 159.53 164.21 88.15 -1000.00 -1000.00 38.00 36.00 
282 282 29.96 0:00:00:09.248/600 0:00:00:09.228/600 342.52 172.53 176.48 91.25 -1000.00 -1000.00 37.00 21.00 
283 283 29.96 0:00:00:09.268/600 0:00:00:09.248/600 4619.18 -5080.70 -1000.00 -1000.00 -1000.00 -1000.00 37.00 21.00 
284 284 29.96 0:00:00:09.288/600 0:00:00:09.268/600 420.09 244.56 156.75 108.69 -1000.00 -1000.00 37.00 11.00 
285 285 29.96 0:00:00:09.308/600 0:00:00:09.288/600 371.83 291.99 171.87 120.18 -1000.00 -1000.00 30.00 12.00 
286 286 29.96 0:00:00:09.328/600 0:00:00:09.308/600 349.22 330.80 179.47 129.68 -1000.00 -1000.00 37.00 38.00 
287 287 29.96 0:00:00:09.348/600 0:00:00:09.328/600 348.97 357.37 180.38 136.31 -1000.00 -1000.00 36.00 39.00 
288 288 29.96 0:00:00:09.368/600 0:00:00:09.348/600 232.69 325.23 211.67 127.63 -1000.00 -1000.00 37.00 43.00 
289 289 29.96 0:00:00:09.388/600 0:00:00:09.368/600 255.35 310.24 204.95 124.10 -1000.00 -1000.00 40.00 44.00 
290 290 29.96 0:00:00:09.408/600 0:00:00:09.388/600 273.16 297.00 199.60 120.96 -1000.00 -1000.00 38.00 44.00 
291 291 29.96 0:00:00:09.428/600 0:00:00:09.408/600 282.70 285.72 196.59 118.26 -1000.00 -1000.00 37.00 42.00 
292 292 29.95 0:00:00:09.449/600 0:00:00:09.428/600 284.81 276.83 195.71 116.11 -1000.00 -1000.00 41.00 42.00 
293 293 29.95 0:00:00:09.469/600 0:00:00:09.449/600 281.32 269.67 196.44 114.37 -1000.00 -1000.00 42.00 42.00 
294 294 29.95 0:00:00:09.489/600 0:00:00:09.469/600 275.78 263.60 197.76 112.89 -1000.00 -1000.00 42.00 40.00 
295 295 29.95 0:00:00:09.509/600 0:00:00:09.489/600 270.01 258.58 199.17 111.66 -1000.00 -1000.00 43.00 39.00 
296 296 29.95 0:00:00:09.529/600 0:00:00:09.509/600 265.34 254.33 200.30 110.63 -1000.00 -1000.00 43.00 38.00 
297 297 29.95 0:00:00:09.549/600 0:00:00:09.529/600 261.96 249.92 201.07 109.56 -1000.00 -1000.00 43.00 38.00 
298 298 29.95 0:00:00:09.569/600 0:00:00:09.549/600 259.94 247.91 201.55 109.07 -1000.00 -1000.00 44.00 37.00 
299 299 29.95 0:00:00:09.589/600 0:00:00:09.569/600 257.88 246.94 202.08 108.84 -1000.00 -1000.00 44.00 36.00 
300 300 29.96 0:00:00:10.09/600 0:00:00:09.589/600 254.77 248.32 202.98 109.16 -1000.00 -1000.00 44.00 35.00 
301 301 29.96 0:00:00:10.29/600 0:00:00:10.09/600 250.48 250.20 204.20 109.59 -1000.00 -1000.00 43.00 34.00 
302 302 29.96 0:00:00:10.49/600 0:00:00:10.29/600 257.11 250.03 202.40 109.57 -1000.00 -1000.00 41.00 32.00 
303 303 29.96 0:00:00:10.69/600 0:00:00:10.49/600 260.93 250.21 201.36 109.63 -1000.00 -1000.00 42.00 32.00 
304 304 29.96 0:00:00:10.89/600 0:00:00:10.69/600 260.88 249.93 201.37 109.56 -1000.00 -1000.00 43.00 30.00 
305 305 29.96 0:00:00:10.109/600 0:00:00:10.89/600 257.85 250.42 202.21 109.67 -1000.00 -1000.00 43.00 29.00 
306 306 29.96 0:00:00:10.129/600 0:00:00:10.109/600 240.70 252.00 206.92 110.00 -1000.00 -1000.00 43.00 28.00 
307 307 29.96 0:00:00:10.149/600 0:00:00:10.129/600 225.12 252.71 211.16 110.12 -1000.00 -1000.00 43.00 27.00 
308 308 29.96 0:00:00:10.169/600 0:00:00:10.149/600 214.63 252.71 213.98 110.09 -1000.00 -1000.00 42.00 27.00 
309 309 29.96 0:00:00:10.189/600 0:00:00:10.169/600 209.40 251.72 215.35 109.84 -1000.00 -1000.00 43.00 28.00 
310 310 29.96 0:00:00:10.209/600 0:00:00:10.189/600 204.52 254.79 216.77 110.56 -1000.00 -1000.00 37.00 25.00 
311 311 29.96 0:00:00:10.229/600 0:00:00:10.209/600 194.37 265.71 219.88 113.12 -1000.00 -1000.00 36.00 19.00 
312 312 29.96 0:00:00:10.249/600 0:00:00:10.229/600 186.30 276.82 222.44 115.74 -1000.00 -1000.00 37.00 17.00 
313 313 29.96 0:00:00:10.269/600 0:00:00:10.249/600 179.98 286.28 224.48 117.98 -1000.00 -1000.00 38.00 17.00 
314 314 29.96 0:00:00:10.289/600 0:00:00:10.269/600 179.12 291.81 224.92 119.29 -1000.00 -1000.00 37.00 18.00 
315 315 29.96 0:00:00:10.309/600 0:00:00:10.289/600 188.75 288.21 222.21 118.47 -1000.00 -1000.00 39.00 18.00 
316 316 29.96 0:00:00:10.329/600 0:00:00:10.309/600 198.20 283.88 219.51 117.47 -1000.00 -1000.00 37.00 17.00 
317 317 29.96 0:00:00:10.349/600 0:00:00:10.329/600 206.91 281.01 217.07 116.82 -1000.00 -1000.00 39.00 17.00 
318 318 29.96 0:00:00:10.369/600 0:00:00:10.349/600 214.71 278.94 214.89 116.36 -1000.00 -1000.00 41.00 18.00 
319 319 29.96 0:00:00:10.389/600 0:00:00:10.369/600 219.98 277.31 213.41 115.98 -1000.00 -1000.00 41.00 18.00 
320 320 29.96 0:00:00:10.409/600 0:00:00:10.389/600 223.89 277.99 212.38 116.16 -1000.00 -1000.00 40.00 19.00 
321 321 29.96 0:00:00:10.429/600 0:00:00:10.409/600 226.28 278.68 211.76 116.34 -1000.00 -1000.00 41.00 20.00 
322 322 29.96 0:00:00:10.449/600 0:00:00:10.429/600 226.09 278.87 211.82 116.38 -1000.00 -1000.00 40.00 18.00 
323 323 29.96 0:00:00:10.469/600 0:00:00:10.449/600 222.61 280.93 212.83 116.86 -1000.00 -1000.00 36.00 18.00 
324 324 29.96 0:00:00:10.489/600 0:00:00:10.469/600 218.38 282.05 214.01 117.11 -1000.00 -1000.00 36.00 19.00 
325 325 29.96 0:00:00:10.509/600 0:00:00:10.489/600 203.33 282.06 218.07 117.06 -1000.00 -1000.00 34.00 17.00 
326 326 29.96 0:00:00:10.529/600 0:00:00:10.509/600 186.84 279.80 222.41 116.45 -1000.00 -1000.00 37.00 18.00 
327 327 29.96 0:00:00:10.549/600 0:00:00:10.529/600 174.68 277.21 225.56 115.79 -1000.00 -1000.00 40.00 20.00 
328 328 29.96 0:00:00:10.569/600 0:00:00:10.549/600 163.44 273.99 228.42 114.99 -1000.00 -1000.00 39.00 21.00 
329 329 29.95 0:00:00:10.590/600 0:00:00:10.569/600 162.72 273.43 228.60 114.85 -1000.00 -1000.00 36.00 20.00 
330 330 29.95 0:00:00:11.10/600 0:00:00:10.590/600 163.71 276.64 228.45 115.62 -1000.00 -1000.00 35.00 20.00 
331 331 29.95 0:00:00:11.30/600 0:00:00:11.10/600 163.14 281.09 228.77 116.67 -1000.00 -1000.00 35.00 20.00 
332 332 29.95 0:00:00:11.50/600 0:00:00:11.30/600 161.67 286.83 229.38 118.03 -1000.00 -1000.00 36.00 19.00 
333 333 29.96 0:00:00:11.70/600 0:00:00:11.50/600 160.41 292.74 229.94 119.44 -1000.00 -1000.00 37.00 18.00 
334 334 29.96 0:00:00:11.90/600 0:00:00:11.70/600 159.96 298.00 230.26 120.69 -1000.00 -1000.00 37.00 17.00 
335 335 29.96 0:00:00:11.110/600 0:00:00:11.90/600 159.62 301.99 230.50 121.64 -1000.00 -1000.00 36.00 16.00 
336 336 29.96 0:00:00:11.130/600 0:00:00:11.110/600 160.06 305.28 230.51 122.43 -1000.00 -1000.00 36.00 16.00 
337 337 29.96 0:00:00:11.150/600 0:00:00:11.130/600 160.09 307.89 230.60 123.06 -1000.00 -1000.00 32.00 15.00 
338 338 29.96 0:00:00:11.170/600 0:00:00:11.150/600 155.79 308.56 231.77 123.20 -1000.00 -1000.00 23.00 12.00 
339 339 29.96 0:00:00:11.190/600 0:00:00:11.170/600 142.27 302.91 235.14 121.78 -1000.00 -1000.00 27.00 13.00 
340 340 29.96 0:00:00:11.210/600 0:00:00:11.190/600 129.59 295.67 238.20 120.00 -1000.00 -1000.00 25.00 15.00 
341 341 29.96 0:00:00:11.230/600 0:00:00:11.210/600 126.17 286.04 238.73 117.70 -1000.00 -1000.00 28.00 16.00 
342 342 29.96 0:00:00:11.250/600 0:00:00:11.230/600 126.04 276.77 238.40 115.51 -1000.00 -1000.00 32.00 17.00 
343 343 29.96 0:00:00:11.270/600 0:00:00:11.250/600 130.51 273.77 237.11 114.82 -1000.00 -1000.00 31.00 16.00 
344 344 29.96 0:00:00:11.290/600 0:00:00:11.270/600 128.74 265.87 237.27 112.95 -1000.00 -1000.00 28.00 13.00 
345 345 29.96 0:00:00:11.310/600 0:00:00:11.290/600 105.18 255.70 243.02 110.49 -1000.00 -1000.00 26.00 17.00 
346 346 29.96 0:00:00:11.330/600 0:00:00:11.310/600 86.96 243.34 247.25 107.56 -1000.00 -1000.00 32.00 17.00 
347 347 29.96 0:00:00:11.350/600 0:00:00:11.330/600 74.98 228.86 249.76 104.18 -1000.00 -1000.00 28.00 17.00 
348 348 29.96 0:00:00:11.370/600 0:00:00:11.350/600 67.67 219.50 251.26 102.01 -1000.00 -1000.00 31.00 17.00 
349 349 29.96 0:00:00:11.390/600 0:00:00:11.370/600 73.46 214.42 249.58 100.85 -1000.00 -1000.00 34.00 18.00 
350 350 29.96 0:00:00:11.410/600 0:00:00:11.390/600 74.82 212.18 249.14 100.33 -1000.00 -1000.00 36.00 18.00 
351 351 29.96 0:00:00:11.430/600 0:00:00:11.410/600 78.13 214.63 248.39 100.90 -1000.00 -1000.00 36.00 18.00 
352 352 29.96 0:00:00:11.450/600 0:00:00:11.430/600 85.15 220.85 246.83 102.34 -1000.00 -1000.00 39.00 20.00 
353 353 29.96 0:00:00:11.470/600 0:00:00:11.450/600 91.53 226.53 245.41 103.67 -1000.00 -1000.00 38.00 20.00 
354 354 29.96 0:00:00:11.490/600 0:00:00:11.470/600 97.61 232.45 244.07 105.05 -1000.00 -1000.00 38.00 21.00 
355 355 29.96 0:00:00:11.510/600 0:00:00:11.490/600 100.06 235.81 243.57 105.84 -1000.00 -1000.00 40.00 21.00 
356 356 29.96 0:00:00:11.530/600 0:00:00:11.510/600 99.63 236.33 243.70 105.96 -1000.00 -1000.00 40.00 21.00 
357 357 29.96 0:00:00:11.550/600 0:00:00:11.530/600 99.92 237.66 243.68 106.27 -1000.00 -1000.00 39.00 21.00 
358 358 29.96 0:00:00:11.570/600 0:00:00:11.550/600 100.05 239.17 243.71 106.62 -1000.00 -1000.00 40.00 22.00 
359 359 29.96 0:00:00:11.590/600 0:00:00:11.570/600 107.02 242.57 242.03 107.43 -1000.00 -1000.00 35.00 18.00 
360 360 29.96 0:00:00:12.10/600 0:00:00:11.590/600 129.71 253.93 236.55 110.14 -1000.00 -1000.00 35.00 13.00 
361 361 29.96 0:00:00:12.30/600 0:00:00:12.10/600 154.64 267.82 230.52 113.49 -1000.00 -1000.00 39.00 17.00 
362 362 29.96 0:00:00:12.50/600 0:00:00:12.30/600 182.28 281.27 223.68 116.79 -1000.00 -1000.00 33.00 15.00 
363 363 29.96 0:00:00:12.70/600 0:00:00:12.50/600 201.67 293.12 218.92 119.71 -1000.00 -1000.00 36.00 17.00 
364 364 29.96 0:00:00:12.90/600 0:00:00:12.70/600 211.73 297.27 216.36 120.75 -1000.00 -1000.00 23.00 15.00 
365 365 29.95 0:00:00:12.111/600 0:00:00:12.90/600 209.94 299.53 216.92 121.28 -1000.00 -1000.00 42.00 19.00 
366 366 29.95 0:00:00:12.131/600 0:00:00:12.111/600 207.33 301.48 217.70 121.74 -1000.00 -1000.00 36.00 18.00 
367 367 29.96 0:00:00:12.151/600 0:00:00:12.131/600 202.85 303.40 218.97 122.18 -1000.00 -1000.00 41.00 19.00 
368 368 29.96 0:00:00:12.171/600 0:00:00:12.151/600 191.07 304.61 222.19 122.42 -1000.00 -1000.00 39.00 20.00 
369 369 29.96 0:00:00:12.191/600 0:00:00:12.171/600 197.64 304.42 220.42 122.41 -1000.00 -1000.00 28.00 15.00 
370 370 29.96 0:00:00:12.211/600 0:00:00:12.191/600 4619.18 -5080.70 -1000.00 -1000.00 -1000.00 -1000.00 28.00 15.00 
371 371 29.96 0:00:00:12.231/600 0:00:00:12.211/600 199.61 304.34 219.88 122.40 -1000.00 -1000.00 30.00 14.00 
372 372 29.96 0:00:00:12.251/600 0:00:00:12.231/600 196.81 303.84 220.62 122.26 -1000.00 -1000.00 34.00 22.00 
373 373 29.96 0:00:00:12.271/600 0:00:00:12.251/600 195.05 303.99 221.10 122.29 -1000.00 -1000.00 34.00 22.00 
374 374 29.96 0:00:00:12.291/600 0:00:00:12.271/600 180.33 303.91 225.04 122.20 -1000.00 -1000.00 33.00 20.00 
375 375 29.96 0:00:00:12.311/600 0:00:00:12.291/600 167.63 302.40 228.38 121.78 -1000.00 -1000.00 35.00 20.00 
376 376 29.96 0:00:00:12.331/600 0:00:00:12.311/600 162.90 300.73 229.58 121.36 -1000.00 -1000.00 35.00 21.00 
377 377 29.96 0:00:00:12.351/600 0:00:00:12.331/600 158.33 299.13 230.73 120.96 -1000.00 -1000.00 35.00 22.00 
378 378 29.96 0:00:00:12.371/600 0:00:00:12.351/600 158.92 298.36 230.55 120.77 -1000.00 -1000.00 37.00 22.00 
379 379 29.96 0:00:00:12.391/600 0:00:00:12.371/600 158.95 299.48 230.58 121.04 -1000.00 -1000.00 36.00 23.00 
380 380 29.96 0:00:00:12.411/600 0:00:00:12.391/600 159.27 301.33 230.56 121.48 -1000.00 -1000.00 39.00 24.00 
381 381 29.96 0:00:00:12.431/600 0:00:00:12.411/600 167.67 299.10 228.25 120.99 -1000.00 -1000.00 34.00 19.00 
382 382 29.96 0:00:00:12.451/600 0:00:00:12.431/600 180.06 295.12 224.79 120.09 -1000.00 -1000.00 36.00 24.00 
383 383 29.96 0:00:00:12.471/600 0:00:00:12.451/600 189.18 290.76 222.19 119.09 -1000.00 -1000.00 26.00 27.00 
384 384 29.96 0:00:00:12.491/600 0:00:00:12.471/600 201.76 285.29 218.61 117.83 -1000.00 -1000.00 34.00 29.00 
385 385 29.96 0:00:00:12.511/600 0:00:00:12.491/600 211.35 283.35 215.96 117.40 -1000.00 -1000.00 40.00 26.00 
386 386 29.96 0:00:00:12.531/600 0:00:00:12.511/600 225.97 283.10 212.00 117.40 -1000.00 -1000.00 32.00 24.00 
387 387 29.96 0:00:00:12.551/600 0:00:00:12.531/600 245.47 282.71 206.69 117.38 -1000.00 -1000.00 30.00 24.00 
388 388 29.96 0:00:00:12.571/600 0:00:00:12.551/600 254.58 282.06 204.18 117.26 -1000.00 -1000.00 40.00 28.00 
389 389 29.96 0:00:00:12.591/600 0:00:00:12.571/600 262.57 281.43 201.98 117.14 -1000.00 -1000.00 36.00 28.00 
390 390 29.96 0:00:00:13.11/600 0:00:00:12.591/600 261.50 280.73 202.25 116.97 -1000.00 -1000.00 33.00 25.00 
391 391 29.96 0:00:00:13.31/600 0:00:00:13.11/600 255.30 280.11 203.92 116.79 -1000.00 -1000.00 41.00 29.00 
